symbol,last_close,ma20,ma50,ma100,ma200,ma_band_pct,avg_pair_diff_pct
BLUECOAST,24.06,25.85,30.16,35.42,37.0,46.346,26.82
SPENCERS,33.13,35.59,38.1,42.74,50.98,46.464,25.567
DBEIL,81.75,90.7,102.08,115.54,128.82,46.632,26.06
SHANTI,7.04,7.2,7.86,8.86,10.57,47.898,26.321
SHIVALIK,282.4,298.95,326.18,368.89,434.22,47.902,26.471
ROUTE,494.7,556.37,609.2,674.01,795.03,48.243,26.305
INDOWIND,9.66,11.4,12.92,14.3,16.1,48.614,26.697
AKI,4.98,6.16,6.54,7.21,8.58,48.637,26.578
ANIKINDS,45.74,47.69,50.97,58.8,69.96,48.688,27.195
JINDWORLD,24.89,26.65,27.97,31.3,38.78,48.74,26.596
BROOKS,70.97,71.9,77.51,91.11,107.05,49.526,27.956
RVTH,625.0,633.52,678.57,756.19,945.43,49.906,27.023
EPIGRAL,940.7,1010.55,1134.56,1303.14,1480.16,49.921,27.947
AFFORDABLE,195.0,197.85,201.17,227.67,295.42,50.032,27.281
PRITI,46.14,50.36,54.14,60.5,73.51,50.169,27.381
STANLEY,167.74,177.62,192.14,219.19,261.99,50.298,27.837
AVG,146.59,145.53,159.43,180.52,219.4,50.391,27.594
MANYAVAR,407.25,459.22,508.44,569.79,666.79,50.969,27.995
ABFRL,68.8,70.26,72.01,78.61,105.38,51.041,27.119
CHEMBOND,142.02,150.49,154.8,168.81,223.52,51.426,27.357
REPL,87.62,96.24,105.43,119.49,141.46,51.616,28.481
EMSLIMITED,301.85,335.16,372.1,422.47,491.77,51.884,28.723
BLUECHIP,2.71,2.59,2.8,3.24,4.0,52.06,28.743
PENINLAND,17.97,20.31,22.66,25.76,29.69,52.146,28.947
KHADIM,136.32,153.17,167.86,190.3,224.51,52.332,28.91
SPCENET,5.19,5.46,6.04,6.7,8.2,52.618,28.417
SIGMA,37.95,45.65,49.66,50.89,66.18,54.093,27.588
SEMAC,247.1,259.91,281.47,324.12,395.86,55.018,30.386
AWFIS,304.7,353.55,411.8,469.14,526.48,56.753,31.513
GENESYS,306.3,322.35,358.11,414.44,496.82,56.961,31.545
WEBELSOLAR,61.1,69.68,79.92,92.8,104.61,57.164,32.097
NEWGEN,513.95,565.63,660.24,755.74,859.51,57.182,31.687
PAKKA,88.37,91.25,98.06,113.23,142.52,58.022,31.872
SIGACHI,20.72,23.11,26.26,30.11,35.22,58.461,32.322
DISHTV,2.98,3.26,3.57,4.0,5.05,59.988,32.369
LAXMIDENTL,187.56,201.52,226.14,261.16,314.65,60.318,33.271
UMAEXPORTS,28.99,31.69,34.65,39.36,49.38,61.017,33.211
ROSSELLIND,43.41,44.21,47.27,52.51,70.82,61.293,32.656
OLAELEC,25.14,29.78,33.66,38.21,45.31,61.782,33.912
CLEDUCATE,45.1,56.08,67.84,76.64,84.06,62.04,34.274
QUICKHEAL,174.1,188.01,216.62,250.01,296.6,62.372,34.382
RACE,120.97,117.24,127.98,152.9,193.22,62.81,34.839
OSIAHYPER,9.92,12.65,14.38,16.28,18.94,63.336,34.864
CPCAP,91.21,97.79,104.24,117.71,156.03,63.862,34.392
RAYMOND,400.95,401.63,419.99,480.05,657.88,63.912,34.453
SKFINDIA,1898.9,1753.97,1864.01,2287.84,2970.58,64.07,35.755
TRU,6.53,7.02,7.57,8.6,11.36,66.443,35.858
PRUDMOULI,16.49,17.99,19.86,23.36,28.99,66.755,36.915
TEJASNET,317.0,338.27,378.84,442.47,552.24,67.499,37.095
VERTOZ,46.53,53.07,60.11,66.83,84.7,67.981,36.398
SUMIT,41.16,49.46,56.68,66.51,78.5,70.557,39.259
URAVIDEF,150.36,172.33,186.32,221.87,285.09,74.992,41.437
GOCOLORS,322.7,361.21,409.55,487.81,606.3,75.948,42.015
DREAMFOLKS,82.52,90.15,98.28,113.16,154.77,78.315,42.163
RSSOFTWARE,37.25,39.12,43.85,51.37,69.09,80.443,43.589
GSS,14.37,15.17,16.24,19.17,27.08,82.853,44.827
PARSVNATH,6.55,8.15,9.53,11.49,13.96,88.663,49.315
DHRUV,26.98,31.04,37.84,44.7,56.22,93.317,50.897
BALAXI,20.02,22.11,25.64,31.17,41.14,95.042,52.123
KAMOPAINTS,4.32,5.03,5.76,6.73,9.14,95.057,51.279
FILATFASH,0.22,0.28,0.31,0.37,0.49,95.884,52.374
MCLOUD,24.63,25.82,28.68,38.16,50.43,99.934,56.384
COHANCE,309.55,345.59,425.3,546.56,701.3,114.913,63.985
FLEXITUFF,10.43,10.25,11.91,15.37,22.26,115.097,63.079
HILTON,19.27,24.47,29.72,36.54,47.88,121.497,66.644
VPRPL,44.12,46.96,54.11,71.37,103.51,128.159,70.599
VLEGOV,15.08,14.79,16.98,22.19,35.37,136.472,73.99
ASTRON,4.09,4.3,5.25,7.17,10.22,144.708,80.159
ALLCARGO,8.69,9.42,11.35,15.93,23.48,161.685,89.625
CAPTRUST,13.07,13.96,15.23,22.08,39.5,195.386,106.423
DCMSRIND,35.0,40.69,64.65,96.59,126.99,246.567,138.489
SHANKARA,99.97,104.38,122.75,218.73,378.1,273.808,152.905
SADHNANIQ,2.27,3.17,4.83,6.54,11.77,378.817,202.006
QNIFTY,278.25,1416.6,2119.18,2425.6,2562.27,411.74,224.225
