symbol,last_close,ma20,ma50,ma100,ma200,ma_band_pct,avg_pair_diff_pct
MGL,1193.0,1126.28,1127.2,1167.61,1235.22,9.132,5.13
MANAPPURAM,305.3,303.07,299.07,291.61,275.12,9.155,4.985
GICHSGFIN,154.96,161.62,165.37,169.16,175.81,9.158,4.986
RESPONIND,177.62,185.06,187.95,192.32,201.35,9.171,4.996
UNIVPHOTO,377.37,279.48,248.45,244.85,250.16,9.177,4.664
QPOWER,884.65,810.05,776.88,776.08,728.82,9.181,4.606
RPEL,715.9,739.76,795.14,805.75,767.4,9.217,5.254
COCHINSHIP,1489.9,1516.46,1556.17,1614.24,1653.83,9.22,5.259
TAINWALCHM,190.08,183.27,184.41,190.8,200.81,9.227,5.174
BALMLAWRIE,180.34,178.62,179.75,185.84,195.3,9.252,5.189
MANAKSIA,59.86,62.82,63.73,64.99,68.37,9.262,4.983
MONARCH,276.6,291.68,296.64,304.47,317.33,9.271,5.107
GODREJAGRO,638.35,606.8,590.0,610.04,649.2,9.273,4.721
SAGARDEEP,24.34,25.19,25.78,26.53,27.45,9.306,5.163
CONCOR,505.5,507.56,511.03,520.94,554.62,9.31,4.981
CDSL,1324.8,1350.84,1399.26,1452.09,1474.52,9.336,5.333
VETO,106.59,103.8,105.88,109.3,113.75,9.338,5.204
PTCIL,17897.0,18013.67,17896.93,17383.74,16341.79,9.342,5.149
TNPL,136.16,139.3,140.73,144.42,152.02,9.344,5.124
AMRUTANJAN,602.9,617.88,633.09,655.16,674.23,9.348,5.284
GPIL,268.61,261.87,257.5,250.86,236.66,9.386,5.105
TITAN,4294.5,4190.48,4093.81,3957.55,3787.16,9.392,5.225
TVSHLTD,14325.0,14676.89,14565.07,14180.94,13331.26,9.394,5.144
JSWINFRA,256.5,260.55,266.97,275.9,284.66,9.398,5.28
ZENTEC,1325.0,1330.68,1342.45,1384.57,1455.37,9.411,5.235
TVSSCS,115.88,115.04,111.79,114.5,122.71,9.424,4.789
EXCEL,1.12,1.19,1.26,1.29,1.24,9.444,5.024
SCI,259.9,250.37,238.31,232.44,225.79,9.457,5.105
STYLAMIND,2216.1,2211.82,2181.38,2101.39,2002.04,9.466,5.335
NEOGEN,1346.1,1303.49,1265.08,1294.41,1392.85,9.492,4.858
SMCGLOBAL,78.72,80.81,79.74,76.79,73.31,9.523,5.386
CIPLA,1326.7,1346.38,1393.88,1440.56,1472.92,9.538,5.356
SPLPETRO,649.55,623.35,619.95,649.15,681.97,9.548,5.436
AGROPHOS,33.34,35.43,37.0,38.12,38.61,9.554,5.337
INFY,1275.5,1443.38,1520.33,1541.39,1565.28,9.557,5.053
DEEDEV,281.0,220.49,216.79,226.79,243.65,9.56,5.154
LODHA,1040.8,1059.95,1066.48,1104.95,1159.5,9.564,5.398
PROZONER,51.1,53.19,53.81,52.99,48.92,9.579,4.855
RUBFILA,65.5,70.06,72.08,74.27,76.35,9.593,5.354
TRITURBINE,484.65,494.03,505.21,518.93,540.67,9.622,5.283
ANDHRAPAP,67.56,67.4,67.32,69.45,73.83,9.63,5.323
SKMEGGPROD,170.28,182.52,187.46,185.16,171.05,9.639,5.077
CONTROLPR,656.75,652.66,671.23,695.63,716.03,9.649,5.444
POCL,1115.0,1219.78,1277.16,1268.81,1169.32,9.672,5.569
PFS,31.2,32.64,33.14,34.08,35.66,9.68,5.347
VERANDA,191.93,195.44,200.28,206.35,214.02,9.684,5.369
IRFC,109.44,114.01,116.8,119.56,124.61,9.689,5.265
PANACEABIO,334.25,356.57,367.82,380.68,389.03,9.71,5.496
HEXATRADEX,157.7,160.89,162.2,166.38,176.21,9.717,5.299
DIVGIITTS,752.1,695.88,651.86,634.31,622.75,9.723,5.251
MPHASIS,2223.0,2518.67,2660.77,2721.99,2735.16,9.738,5.328
BEL,435.05,435.58,425.21,414.56,393.21,9.739,5.278
NAHARPOLY,236.13,241.68,244.15,255.79,264.7,9.747,5.695
FACT,757.25,796.13,823.6,851.62,869.96,9.749,5.491
CCL,1061.75,1000.58,979.13,952.46,897.03,9.753,5.295
LOKESHMACH,180.97,177.67,175.33,177.89,192.99,9.759,4.899
TERASOFT,405.75,403.27,416.24,417.3,377.69,9.762,5.413
FILATEX,44.89,47.26,48.28,50.05,51.64,9.763,5.537
JAGRAN,63.48,65.44,67.34,68.92,71.64,9.77,5.302
APARINDS,10825.0,9549.17,8953.94,8717.31,8490.87,9.776,5.253
PUNJABCHEM,1039.1,1082.01,1136.25,1180.99,1183.62,9.779,5.607
SHARDAMOTR,951.0,930.32,929.04,954.56,1022.06,9.781,5.315
UTIAMC,1051.75,1063.77,1085.66,1132.8,1166.73,9.79,5.642
KHAITANLTD,91.84,96.76,99.14,103.63,105.76,9.798,5.714
TEMBO,535.5,553.32,588.16,605.96,593.09,9.831,5.069
MOIL,298.5,315.9,330.04,339.0,345.29,9.846,5.423
MARKSANS,174.07,178.05,178.54,183.32,195.22,9.867,5.391
BIKAJI,628.9,651.35,677.29,699.02,713.57,9.893,5.522
HARRMALAYA,191.13,173.85,170.88,177.14,189.8,9.9,5.238
FIEMIND,2243.2,2275.34,2256.11,2196.24,2053.1,9.907,5.398
NAHARINDUS,98.72,103.11,104.72,108.03,112.9,9.912,5.516
MAZDOCK,2256.4,2379.74,2449.94,2548.44,2603.67,9.924,5.69
NTPCGREEN,89.9,89.67,91.06,93.9,98.61,9.948,5.5
MSTCLTD,453.0,470.07,478.68,489.61,515.22,9.966,5.385
RANEHOLDIN,1219.3,1312.24,1341.85,1385.42,1434.06,9.991,5.591
HMVL,69.84,70.69,70.84,73.12,77.67,9.993,5.541
ASHOKAMET,15.62,14.97,15.0,15.52,16.53,10.015,5.564
GOKUL,40.39,37.04,37.49,38.81,41.08,10.022,5.553
LLOYDSENT,54.22,56.91,59.01,61.44,62.35,10.023,5.758
DBCORP,219.71,235.49,243.7,250.44,257.56,10.045,5.534
JAYBARMARU,104.46,100.66,95.89,92.95,90.14,10.072,5.505
UFLEX,457.8,471.2,479.61,496.87,517.33,10.077,5.666
KIRLOSBROS,1565.4,1596.52,1614.72,1682.32,1754.51,10.093,5.766
ANUHPHR,75.58,77.7,78.2,80.54,85.34,10.106,5.568
EKC,115.17,118.01,118.15,122.48,129.66,10.119,5.687
NYKAA,261.36,264.29,259.31,252.85,237.83,10.123,5.474
SENORES,779.25,805.1,803.04,779.18,726.09,10.139,5.58
DBOL,101.29,96.42,90.3,86.15,86.32,10.144,5.727
SPECTRUM,1395.4,1295.51,1260.47,1294.67,1402.12,10.151,5.086
DLINKINDIA,407.9,408.85,413.72,429.58,450.26,10.153,5.724
SPARC,127.5,132.47,133.77,136.24,145.43,10.165,5.406
HECPROJECT,115.99,116.29,118.97,124.81,128.09,10.173,5.926
INDIACEM,425.75,440.26,439.61,424.31,396.92,10.179,5.689
TOTAL,65.5,66.18,68.53,70.26,72.87,10.202,5.541
REMSONSIND,112.01,114.75,116.49,119.96,126.18,10.208,5.62
SPANDANA,249.95,255.13,254.89,257.53,280.4,10.208,5.264
ABMINTLLTD,42.83,44.24,43.38,44.62,47.75,10.21,5.252
ATLASCYCLE,88.1,93.22,96.43,101.15,102.22,10.219,6.003
SHRIPISTON,3183.6,3014.8,2973.3,2877.26,2688.94,10.235,5.62
SREEL,200.41,208.1,213.73,219.69,228.64,10.25,5.621
YATRA,116.92,150.07,156.1,154.82,144.1,10.263,5.808
MAXESTATES,400.15,408.73,418.67,434.57,449.84,10.272,5.798
GAYAHWS,2.23,2.45,2.59,2.68,2.47,10.283,6.092
MUFIN,116.25,116.17,114.45,109.59,104.22,10.286,5.84
TORNTPHARM,4397.9,4143.41,4009.18,3871.31,3690.76,10.292,5.669
IDBI,113.13,108.87,105.05,101.62,97.19,10.327,5.668
ARCHIDPLY,82.87,86.64,88.48,91.47,95.22,10.349,5.776
S&SPOWER,324.45,300.37,290.98,303.43,324.57,10.352,5.333
CUMMINSIND,4910.4,4502.66,4359.19,4234.43,3994.34,10.352,5.599
DEEPAKNTR,1588.4,1626.65,1632.75,1674.23,1791.35,10.369,5.62
DBSTOCKBRO,25.46,25.05,25.04,25.5,27.68,10.37,5.474
DOLATALGO,76.23,78.26,80.36,81.81,86.17,10.377,5.505
HFCL,69.4,69.71,68.8,70.35,76.01,10.378,5.344
SARLAPOLY,84.48,83.52,85.31,88.74,92.31,10.398,5.876
SHIVATEX,158.89,166.97,171.77,176.9,183.5,10.401,5.739
KABRAEXTRU,266.63,246.68,235.17,239.17,262.9,10.403,5.671
INDGN,479.8,485.98,497.41,514.2,535.92,10.409,5.788
SECMARK,101.7,106.85,109.65,114.17,117.45,10.417,5.949
INDIASHLTR,714.15,750.37,782.82,813.9,824.78,10.419,5.935
XELPMOC,132.25,134.16,132.05,126.76,120.3,10.484,5.909
EXIDEIND,335.95,337.51,345.92,358.65,372.78,10.497,5.88
NETWEB,3563.2,3305.03,3259.96,3182.49,2930.11,10.522,5.623
AARON,161.05,162.07,166.84,174.8,179.05,10.538,6.093
GMBREW,1005.2,1027.03,1032.17,1001.4,926.17,10.545,5.698
MAHAPEXLTD,92.22,94.29,95.61,97.52,104.01,10.545,5.618
ROML,42.84,44.5,46.33,47.89,49.03,10.569,5.894
HARIOMPIPE,368.55,384.8,392.27,403.47,423.78,10.577,5.795
MAHLOG,405.8,386.57,357.47,345.2,343.65,10.578,5.793
WSI,72.23,76.43,79.27,80.37,84.08,10.597,5.552
JKLAKSHMI,719.9,735.99,759.43,787.64,812.31,10.601,5.954
SEJALLTD,611.1,676.23,730.75,741.07,686.16,10.611,6.522
IVC,7.48,7.67,7.81,8.01,8.47,10.616,5.741
SANDUMA,195.06,209.49,214.69,208.61,193.96,10.627,5.389
VHL,3265.5,3332.1,3423.65,3556.2,3679.65,10.643,5.998
WILLAMAGOR,28.57,28.53,29.28,30.38,31.57,10.659,5.973
ROHLTD,364.25,371.38,384.97,403.74,410.28,10.681,6.199
UBL,1599.4,1576.77,1583.96,1648.49,1747.64,10.683,6.014
MAWANASUG,77.99,79.45,81.46,83.97,87.79,10.694,5.885
CAPLIPOINT,1712.6,1750.53,1807.62,1877.33,1933.85,10.704,6.03
MONTECARLO,569.05,585.57,615.31,637.5,646.53,10.713,6.006
ARENTERP,42.1,41.69,43.41,45.01,46.2,10.721,5.997
INDOSTAR,224.06,229.1,231.05,239.95,253.12,10.721,6.023
EIHOTEL,320.45,331.67,342.71,355.33,366.03,10.723,6.018
VSTIND,236.83,238.75,242.27,249.63,264.16,10.728,5.882
JIOFIN,255.25,263.97,274.73,285.0,291.38,10.737,6.039
AAKASH,8.6,8.14,8.31,8.64,9.06,10.745,6.017
JBMA,556.5,578.88,589.64,606.43,638.69,10.748,5.877
AHLUCONT,809.0,846.82,884.86,912.41,933.8,10.751,5.943
ECLERX,3345.6,3900.66,4208.63,4260.83,4054.1,10.766,6.153
SHAH,4.77,4.82,4.78,4.56,4.3,10.77,6.139
INDRAMEDCO,401.3,405.79,421.6,444.12,449.02,10.773,6.322
TRANSRAILL,561.2,551.41,556.36,590.06,611.93,10.784,6.393
ITCHOTELS,179.64,182.49,188.93,197.63,201.88,10.793,6.203
HNGSNGBEES,538.58,540.86,532.57,517.03,482.72,10.795,5.878
UNIMECH,883.95,922.93,927.48,956.92,1018.45,10.806,5.958
ACC,1619.1,1655.72,1701.39,1751.8,1830.75,10.81,5.924
HUDCO,190.08,197.12,205.44,212.57,217.69,10.825,6.038
GRWRHITECH,3962.8,3954.88,3668.16,3551.82,3525.66,10.831,5.905
KRIDHANINF,3.47,3.65,3.79,3.88,4.02,10.833,5.827
NAHARSPING,200.93,193.53,190.3,197.02,212.13,10.864,5.721
WAAREERTL,865.8,896.79,933.99,977.15,990.87,10.866,6.264
MANKIND,2054.7,2080.18,2137.02,2217.14,2304.12,10.899,6.099
VSTTILLERS,5865.0,5890.88,5800.06,5624.57,5251.49,10.902,5.95
SHREERAMA,55.6,58.84,58.88,57.19,52.81,10.908,5.949
NATHBIOGEN,148.94,148.66,150.88,156.39,164.92,10.915,6.075
MHRIL,285.7,294.18,301.19,311.67,325.38,10.919,6.071
MFSL,1841.9,1777.11,1719.11,1670.36,1575.71,10.934,5.908
CARBORUNIV,842.1,827.89,833.25,858.73,920.01,10.939,5.974
MANALIPETC,54.59,57.65,59.37,61.64,63.64,10.968,6.177
SHILPAMED,320.55,318.45,318.54,335.03,353.62,10.972,6.344
RISHABH,420.25,421.88,405.98,394.4,375.76,10.974,5.946
DHANBANK,23.74,24.11,24.63,25.31,26.72,10.998,5.975
MAHABANK,71.86,66.96,64.36,61.71,59.06,11.002,6.115
RBLBANK,326.0,315.51,309.94,301.05,279.54,11.033,5.971
CUBEXTUB,107.39,111.37,108.57,103.63,99.52,11.033,6.284
GARFIBRES,645.45,673.59,679.06,705.43,744.87,11.045,6.203
UNIDT,174.81,184.5,190.02,195.19,203.83,11.054,6.019
LINC,109.72,110.61,112.62,116.66,122.75,11.068,6.148
IZMO,806.7,788.16,779.66,772.25,698.71,11.088,5.697
JINDALSAW,175.69,182.69,178.96,182.25,198.45,11.093,5.588
AIROLAM,92.75,93.66,96.03,99.3,103.96,11.108,6.142
WELINV,1270.0,1290.38,1279.44,1235.91,1149.26,11.112,6.127
EMMBI,90.14,92.97,95.39,98.49,103.0,11.132,6.139
ASAL,458.3,460.47,467.02,483.51,511.49,11.133,6.166
TVSMOTOR,3816.2,3790.68,3722.51,3604.39,3365.66,11.137,6.085
KAUSHALYA,850.0,843.34,868.22,910.99,938.2,11.16,6.419
STEELCITY,88.23,85.89,88.19,92.03,95.73,11.161,6.305
TECHNOE,1169.45,1084.82,1080.02,1140.43,1210.55,11.162,6.374
RITES,216.94,222.36,227.8,235.24,246.6,11.17,6.157
HESTERBIO,1548.1,1545.43,1557.93,1621.5,1718.5,11.18,6.274
KAJARIACER,949.6,962.14,985.55,1030.82,1068.5,11.201,6.395
EMAMILTD,474.7,490.45,502.68,519.67,543.72,11.223,6.208
ARVSMART,532.05,560.08,570.77,588.44,619.97,11.257,6.182
ROSSTECH,679.0,689.85,676.56,659.91,613.38,11.261,6.039
LATENTVIEW,345.2,394.8,419.59,430.55,433.73,11.277,6.167
KANORICHEM,71.59,74.17,74.17,76.36,82.26,11.305,6.16
SAGCEM,194.84,197.35,202.34,211.73,219.38,11.309,6.458
LEMERITE,456.3,458.15,464.31,453.77,412.63,11.327,5.823
JUBLCPL,1857.3,1949.3,2082.21,2160.66,2095.12,11.38,5.806
LAURUSLABS,1028.5,1012.46,1014.5,984.0,897.42,11.383,6.153
SYMPHONY,839.35,877.58,886.96,908.28,973.21,11.393,6.12
KMSUGAR,24.12,24.85,25.56,26.37,27.59,11.396,6.259
DHARMAJ,234.9,237.51,241.41,253.25,264.31,11.407,6.544
INCREDIBLE,35.37,36.37,37.69,39.23,40.42,11.442,6.446
COFFEEDAY,31.32,32.17,33.3,34.87,35.76,11.462,6.566
TREEHOUSE,9.12,8.05,7.95,8.01,9.0,11.477,5.808
ANURAS,1268.8,1291.31,1276.94,1232.91,1145.4,11.5,6.328
TAJGVK,337.75,359.94,377.15,390.77,398.81,11.508,6.426
BEARDSELL,26.83,27.85,28.71,29.69,30.94,11.52,6.37
IRCON,148.03,154.03,158.46,162.98,171.09,11.526,6.272
BIRLACORPN,998.7,1049.4,1071.51,1111.98,1164.55,11.531,6.441
JITFINFRA,382.4,336.05,307.99,310.51,352.1,11.535,6.881
SAFARI,1872.8,1929.01,2034.32,2102.89,2145.09,11.538,6.379
ZUARI,224.35,246.57,266.13,272.51,264.81,11.564,5.88
ACCELYA,1164.8,1230.47,1278.3,1317.13,1365.24,11.57,6.341
RBA,63.6,64.18,64.89,67.12,71.55,11.577,6.372
PONNIERODE,264.1,266.18,269.02,277.01,296.77,11.583,6.296
BUTTERFLY,600.5,613.3,630.15,654.6,682.87,11.586,6.472
AJOONI,4.68,4.72,4.58,4.72,5.12,11.588,5.8
JKIL,547.6,559.61,569.6,589.6,623.14,11.601,6.409
ARE&M,858.8,861.47,883.6,915.44,961.36,11.631,6.433
JLHL,1284.5,1262.05,1316.36,1370.28,1411.67,11.648,6.523
NDRAUTO,758.15,761.22,777.92,825.94,849.67,11.667,6.889
KSOLVES,304.4,297.53,292.71,300.37,328.24,11.672,5.991
DCM,80.95,85.12,87.95,91.23,94.57,11.674,6.511
CSLFINANCE,261.9,264.46,275.06,283.1,295.08,11.69,6.357
AFFLE,1398.5,1568.03,1640.34,1706.7,1731.83,11.713,6.647
HONAUT,31610.0,31928.18,32841.98,33991.26,35634.14,11.724,6.468
BHAGERIA,156.33,162.0,168.92,175.62,180.34,11.727,6.578
SHEMAROO,97.25,101.93,103.94,107.12,113.33,11.728,6.409
BIRLANU,1519.4,1644.42,1670.46,1735.15,1823.0,11.753,6.586
CANBK,157.03,150.54,149.02,142.91,132.02,11.793,6.546
MBAPL,463.6,450.68,433.28,421.25,395.84,11.828,6.347
PGHH,11493.0,11760.1,12158.08,12575.38,13119.65,11.829,6.52
JINDALSTEL,1233.3,1179.93,1122.73,1079.88,1034.0,11.833,6.495
A2ZINFRA,15.92,14.69,14.95,15.7,16.58,11.843,6.701
POLICYBZR,1494.6,1540.89,1631.22,1694.55,1717.99,11.849,6.631
EXCELINDUS,949.15,946.51,952.18,994.47,1059.09,11.861,6.673
RAINBOW,1199.1,1198.83,1236.51,1289.93,1341.17,11.871,6.678
PIIND,3107.2,3130.2,3211.22,3339.7,3499.47,11.884,6.631
WEALTH,971.3,921.04,925.6,979.61,1036.58,11.895,6.874
AETHER,965.0,976.54,949.2,901.76,861.63,11.908,6.773
BERGEPAINT,462.7,470.82,494.82,514.3,526.0,11.925,6.664
SANDESH,1007.5,1027.77,1050.71,1087.28,1148.02,11.936,6.573
GAEL,144.28,139.08,133.32,126.19,121.83,11.954,6.8
PRAENG,22.3,22.57,23.93,24.88,25.24,11.969,6.693
BDL,1240.1,1316.89,1387.03,1442.74,1465.67,11.997,6.747
ZIMLAB,68.07,71.83,72.36,74.3,80.0,12.001,6.473
TATAELXSI,4498.0,5029.87,5206.61,5330.22,5569.97,12.008,6.462
MAHSEAMLES,533.85,531.98,539.31,560.55,596.25,12.039,6.683
JWL,284.05,298.63,304.14,311.45,332.91,12.068,6.463
PURVA,218.38,235.73,239.7,247.25,262.11,12.078,6.615
SWANCORP,385.75,410.0,425.38,437.53,456.6,12.082,6.566
SIGNATURE,931.1,979.67,997.75,1036.94,1092.32,12.099,6.751
JUBLFOOD,518.9,528.73,538.73,562.37,591.51,12.099,6.809
NIRAJISPAT,292.81,290.15,254.72,259.55,274.55,12.102,6.905
IRCTC,614.45,626.97,641.72,665.41,701.34,12.104,6.694
HEIDELBERG,167.36,168.08,171.71,178.9,188.38,12.13,6.781
ADL,73.82,72.6,74.55,77.67,81.55,12.133,6.771
TITAGARH,733.9,770.55,796.24,820.79,859.7,12.148,6.631
ABCAPITAL,349.3,347.09,346.22,333.73,304.61,12.161,6.676
BIRLACABLE,136.73,139.6,139.18,143.98,155.82,12.168,6.618
PRAKASH,135.65,132.3,133.47,139.91,148.81,12.174,6.878
MOTHERSON,131.56,126.44,121.01,115.91,110.41,12.186,6.738
SAIL,160.18,156.72,150.63,144.06,137.2,12.188,6.777
ONMOBILE,51.58,51.85,54.02,56.24,58.15,12.214,6.825
GUJTHEM,319.3,332.21,355.57,371.21,362.09,12.215,6.448
GRAPHITE,683.65,661.91,633.45,606.13,578.4,12.215,6.774
GMDCLTD,560.85,573.06,567.71,549.17,504.4,12.242,6.672
BSE,2751.1,2834.64,2788.69,2693.12,2497.53,12.254,6.706
KOTHARIPRO,67.79,69.24,71.22,74.75,77.55,12.259,6.999
BORORENEW,464.55,492.68,516.0,539.81,549.68,12.271,6.99
ORCHASP,2.62,2.62,2.72,2.82,2.94,12.281,6.818
SANOFICONR,3999.5,4165.86,4300.34,4478.22,4657.31,12.288,6.885
SGL,12.33,12.14,12.36,12.9,13.66,12.288,6.877
VARDHACRLC,35.89,37.37,37.85,39.17,41.79,12.307,6.766
SYRMA,826.95,825.64,792.14,772.16,723.78,12.318,6.562
ISGEC,884.4,837.32,830.23,863.07,939.23,12.325,6.648
SIL,16.32,16.13,16.01,16.62,18.02,12.328,6.669
DCMNVL,136.73,136.74,135.74,140.93,152.62,12.339,6.679
MADHAV,37.3,37.98,39.04,40.55,42.59,12.342,6.846
ORIENTELEC,174.06,175.25,177.32,184.86,196.77,12.363,6.903
INDOTHAI,252.15,258.59,279.76,289.83,266.03,12.39,7.102
AARTISURF,401.1,414.78,415.22,430.24,464.75,12.458,6.853
GEOJITFSL,65.41,68.69,70.67,72.66,76.84,12.465,6.741
KRSNAA,627.45,675.16,706.15,733.85,753.72,12.52,6.996
INDOUS,145.44,135.97,130.09,132.55,148.33,12.539,6.661
RPGLIFE,1882.3,1996.21,2111.96,2195.22,2232.64,12.561,7.018
NAHARCAP,233.53,240.89,246.64,257.69,270.25,12.571,7.074
KCP,161.86,170.0,174.58,181.31,190.43,12.625,7.006
JYOTICNC,848.05,847.9,878.2,911.51,955.39,12.675,6.992
CYBERMEDIA,14.83,15.46,15.98,16.44,17.34,12.678,6.858
SAMHI,162.13,168.26,175.27,182.84,188.87,12.709,7.132
MANORG,418.6,430.08,452.11,472.92,483.47,12.753,7.205
INDUSTOWER,469.9,459.36,439.73,419.52,399.34,12.773,7.103
PRSMJOHNSN,125.4,124.62,128.52,134.27,140.65,12.789,7.158
JUBLPHARMA,879.0,925.41,980.21,1022.61,1037.92,12.8,7.204
ARIHANTCAP,84.41,79.81,84.41,89.16,90.63,12.825,7.351
DYNAMATECH,9924.5,9470.04,9134.52,8735.83,8195.93,12.838,7.089
EIMCOELECO,1574.9,1641.38,1649.29,1721.55,1843.68,12.845,7.187
BTML,7.53,7.66,7.9,8.13,8.62,12.846,6.934
PODDARMENT,236.44,247.81,253.04,261.51,278.32,12.905,7.049
KAYA,316.65,338.06,358.26,374.77,379.01,12.935,7.336
EICHERMOT,7929.0,7687.62,7439.08,7156.48,6661.91,12.936,7.062
SUMEETINDS,22.2,25.12,27.11,28.0,26.62,12.986,6.856
KPIGREEN,385.7,406.93,422.82,439.5,457.13,13.014,7.228
PARKHOTELS,125.73,127.32,129.59,135.1,143.71,13.034,7.248
LTF,297.45,293.99,293.35,282.46,255.22,13.036,7.128
CROMPTON,262.43,258.2,256.27,267.35,290.5,13.044,7.103
CONSOFINVT,240.02,220.16,197.52,188.85,189.08,13.045,7.109
INNOVACAP,671.8,687.02,701.7,734.86,774.7,13.051,7.348
SRM,420.35,433.01,466.31,487.87,473.13,13.052,6.796
UNIVASTU,63.07,64.7,65.9,69.07,72.93,13.053,7.365
VEEDOL,1406.6,1448.84,1511.48,1577.61,1632.59,13.064,7.316
DLF,611.65,639.94,660.27,688.68,720.04,13.096,7.322
PNBGILTS,77.63,79.69,81.05,84.51,89.86,13.097,7.291
FDC,368.85,379.23,390.92,407.77,427.59,13.111,7.317
RAJTV,40.37,40.26,40.63,41.54,45.58,13.174,6.963
GALAXYSURF,1942.0,1907.71,1945.36,2034.7,2163.58,13.176,7.355
LOTUSEYE,108.21,119.37,119.01,115.13,105.09,13.194,7.195
TATATECH,572.15,616.52,637.2,656.07,692.14,13.217,7.158
NDLVENTURE,113.68,103.69,96.93,92.17,88.64,13.233,7.314
HMAAGRO,26.74,27.58,28.0,28.93,31.13,13.273,7.213
TBZ,148.14,158.09,163.19,169.76,177.77,13.287,7.382
IDEA,10.91,11.17,10.96,10.37,9.71,13.306,7.552
RUCHIRA,103.74,113.25,117.74,122.8,127.09,13.342,7.484
PAR,95.13,96.31,96.13,98.04,108.86,13.38,6.993
IONEXCHANG,375.8,376.91,373.06,385.42,423.36,13.385,7.07
JOCIL,132.06,133.59,137.01,142.73,151.29,13.404,7.425
IDEAFORGE,408.9,421.87,436.93,452.8,476.7,13.408,7.351
AKSHARCHEM,217.79,222.71,230.62,241.16,251.94,13.424,7.519
GHCL,489.05,511.17,534.66,557.03,577.0,13.461,7.493
TFCILTD,78.02,71.82,68.88,66.78,61.31,13.468,7.182
ESTER,97.12,97.83,99.52,103.8,110.91,13.468,7.469
OSWALSEEDS,12.83,13.54,14.16,14.48,15.27,13.47,7.141
GMMPFAUDLR,960.3,988.04,1024.05,1069.27,1117.41,13.472,7.521
BFINVEST,394.8,401.95,407.35,424.32,455.19,13.486,7.46
HONDAPOWER,2187.1,2212.1,2255.15,2368.11,2507.53,13.508,7.615
NFL,77.42,80.16,82.73,86.11,90.62,13.511,7.481
SOUTHBANK,41.16,40.92,40.54,38.62,35.36,13.517,7.538
IPL,153.16,162.3,166.82,174.81,183.03,13.536,7.637
SMARTLINK,124.74,126.24,128.17,132.62,143.14,13.55,7.369
PSUBNKBEES,109.5,103.59,99.52,94.82,88.73,13.572,7.502
TATASTEEL,209.13,201.84,192.04,183.2,173.44,13.579,7.494
SILGO,74.35,74.68,73.33,70.52,64.57,13.598,7.429
POWERINDIA,24903.0,21946.54,20405.19,19706.91,18559.64,13.6,7.268
ASHAPURMIN,531.2,602.0,673.35,674.35,616.36,13.619,8.598
YASHO,1454.6,1416.09,1418.38,1495.81,1614.29,13.626,7.7
BALPHARMA,76.03,74.17,73.67,76.81,84.04,13.642,7.401
LAOPALA,208.33,200.6,202.98,212.25,229.03,13.644,7.564
INDIGOPNTS,948.3,1006.83,1073.3,1107.86,1136.33,13.657,7.436
SCHAND,153.8,159.89,161.88,168.78,180.9,13.661,7.578
HINDALCO,922.85,929.87,911.97,867.23,803.53,13.69,7.653
GESHIP,1323.2,1269.75,1201.5,1141.93,1088.54,13.695,7.598
TTKPRESTIG,540.65,562.51,586.44,608.68,636.55,13.695,7.533
SANGINITA,14.55,13.36,12.1,11.37,11.39,13.696,7.655
WINDMACHIN,237.4,252.08,260.64,273.71,284.6,13.697,7.766
DIFFNKG,269.75,271.83,285.57,302.91,308.82,13.715,7.929
CRAFTSMAN,7876.5,7826.53,7594.25,7267.57,6745.45,13.725,7.554
MUTHOOTFIN,3494.0,3639.99,3692.99,3551.54,3213.24,13.731,7.287
HINDZINC,597.35,610.77,604.2,569.24,528.74,13.733,7.842
MUKKA,23.29,23.79,23.84,24.69,26.99,13.758,7.485
PSUBANK,981.35,930.73,893.24,850.5,795.64,13.766,7.609
SRHHYPOLTD,471.4,479.19,488.85,512.5,544.14,13.779,7.725
SIGIND,45.04,48.58,50.15,52.04,54.79,13.782,7.591
TCPLPACK,2718.1,2819.69,2877.28,3026.07,3194.86,13.803,7.814
ZUARIIND,252.85,266.92,283.31,295.83,301.9,13.831,7.741
HAPPYFORGE,1329.7,1222.55,1148.51,1090.07,1038.51,13.841,7.653
SASKEN,1166.6,1251.31,1299.23,1342.59,1413.0,13.86,7.549
LYPSAGEMS,5.15,5.3,5.26,5.5,5.98,13.862,7.585
SADBHIN,3.45,3.67,3.67,3.78,4.15,13.877,7.466
20MICRONS,175.7,180.66,186.38,195.13,205.1,13.91,7.785
IRISDOREME,32.45,33.76,33.95,34.6,38.28,13.91,7.293
PRIMO,19.94,21.31,21.93,22.82,24.09,13.934,7.709
IGL,170.16,172.94,180.27,188.64,196.65,13.935,7.787
APOLLOPIPE,327.05,312.29,303.5,314.71,349.09,13.941,7.093
MADRASFERT,69.24,72.23,74.82,77.84,81.89,13.944,7.699
WIPRO,200.14,222.28,236.48,243.72,250.19,13.947,7.576
MAGNUM,22.33,22.43,22.46,23.15,25.55,13.953,7.494
JINDALPHOT,1322.2,1388.89,1401.69,1350.89,1217.05,13.965,7.461
TIINDIA,2562.7,2472.46,2518.13,2652.2,2830.41,13.968,7.856
GPTHEALTH,122.45,128.42,132.7,138.23,145.54,13.975,7.741
M&MFIN,364.65,374.2,366.28,347.69,323.22,13.979,7.839
JAYSREETEA,81.77,83.56,85.38,89.02,95.0,13.992,7.738
